Driver,Team,LapTime,Compound,TyreLife,FreshTyre,Stint,TrackStatus,Sector1Time,Sector2Time,Sector3Time,Deleted,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,Position,GridPosition,GP,Year
LEC,Ferrari,0 days 00:01:12.691000,SOFT,6.0,False,4.0,1,0 days 00:00:20.471000,0 days 00:00:23.037000,0 days 00:00:29.183000,False,72.691,20.471,23.037,29.183,19.0,11.0,Canadian Grand Prix,2024
MAG,Haas F1 Team,0 days 00:01:12.916000,SOFT,4.0,True,3.0,1,0 days 00:00:20.431000,0 days 00:00:23.164000,0 days 00:00:29.321000,False,72.916,20.431,23.164,29.321,12.0,14.0,Canadian Grand Prix,2024
NOR,McLaren,0 days 00:01:12.021000,SOFT,2.0,True,6.0,1,0 days 00:00:20.149000,0 days 00:00:22.776000,0 days 00:00:29.096000,False,72.021,20.149,22.776,29.096,2.0,3.0,Canadian Grand Prix,2024
OCO,Alpine,0 days 00:01:13.435000,SOFT,2.0,True,2.0,1,0 days 00:00:20.755000,0 days 00:00:23.231000,0 days 00:00:29.449000,False,73.435,20.755,23.231,29.449,10.0,18.0,Canadian Grand Prix,2024
PER,Red Bull Racing,0 days 00:01:13.326000,SOFT,2.0,True,2.0,1,0 days 00:00:20.678000,0 days 00:00:23.300000,0 days 00:00:29.348000,False,73.326,20.678,23.3,29.348,18.0,16.0,Canadian Grand Prix,2024
PIA,McLaren,0 days 00:01:12.103000,SOFT,3.0,True,6.0,1,0 days 00:00:20.255000,0 days 00:00:22.792000,0 days 00:00:29.056000,False,72.103,20.255,22.792,29.056,5.0,4.0,Canadian Grand Prix,2024
RIC,RB,0 days 00:01:12.178000,SOFT,2.0,True,6.0,1,0 days 00:00:20.115000,0 days 00:00:22.932000,0 days 00:00:29.131000,False,72.178,20.115,22.932,29.131,8.0,5.0,Canadian Grand Prix,2024
RUS,Mercedes,0 days 00:01:11.742000,SOFT,2.0,True,4.0,1,0 days 00:00:20.057000,0 days 00:00:22.714000,0 days 00:00:28.971000,False,71.742,20.057,22.714,28.971,3.0,1.0,Canadian Grand Prix,2024
SAI,Ferrari,0 days 00:01:12.728000,SOFT,6.0,False,4.0,1,0 days 00:00:20.377000,0 days 00:00:22.965000,0 days 00:00:29.386000,False,72.728,20.377,22.965,29.386,16.0,12.0,Canadian Grand Prix,2024
SAR,Williams,0 days 00:01:12.736000,SOFT,4.0,True,4.0,1,0 days 00:00:20.479000,0 days 00:00:22.990000,0 days 00:00:29.267000,False,72.736,20.479,22.99,29.267,20.0,13.0,Canadian Grand Prix,2024
STR,Aston Martin,0 days 00:01:12.659000,SOFT,2.0,True,4.0,1,0 days 00:00:20.258000,0 days 00:00:23.002000,0 days 00:00:29.399000,False,72.659,20.258,23.002,29.399,7.0,9.0,Canadian Grand Prix,2024
TSU,RB,0 days 00:01:12.303000,SOFT,2.0,True,4.0,1,0 days 00:00:20.234000,0 days 00:00:22.943000,0 days 00:00:29.126000,False,72.303,20.234,22.943,29.126,14.0,8.0,Canadian Grand Prix,2024
VER,Red Bull Racing,0 days 00:01:12,SOFT,2.0,True,6.0,1,0 days 00:00:19.987000,0 days 00:00:22.915000,0 days 00:00:29.098000,False,72.0,19.987,22.915,29.098,1.0,2.0,Canadian Grand Prix,2024
ZHO,Kick Sauber,0 days 00:01:14.292000,SOFT,4.0,True,2.0,1,0 days 00:00:20.934000,0 days 00:00:23.588000,0 days 00:00:29.770000,False,74.292,20.934,23.588,29.77,15.0,20.0,Canadian Grand Prix,2024
ALB,Williams,0 days 00:01:26.640000,SOFT,2.0,True,7.0,1,0 days 00:00:28.004000,0 days 00:00:34.999000,0 days 00:00:23.637000,False,86.64,28.004,34.999,23.637,9.0,9.0,British Grand Prix,2024
ALO,Aston Martin,0 days 00:01:26.730000,SOFT,3.0,False,5.0,1,0 days 00:00:28.136000,0 days 00:00:34.915000,0 days 00:00:23.679000,False,86.73,28.136,34.915,23.679,8.0,10.0,British Grand Prix,2024
HAM,Mercedes,0 days 00:01:25.990000,SOFT,2.0,True,7.0,1,0 days 00:00:27.990000,0 days 00:00:34.618000,0 days 00:00:23.382000,False,85.99,27.99,34.618,23.382,1.0,2.0,British Grand Prix,2024
HUL,Haas F1 Team,0 days 00:01:26.338000,SOFT,2.0,True,5.0,1,0 days 00:00:27.886000,0 days 00:00:34.783000,0 days 00:00:23.669000,False,86.338,27.886,34.783,23.669,6.0,6.0,British Grand Prix,2024
LEC,Ferrari,0 days 00:01:27.097000,SOFT,2.0,True,5.0,1,0 days 00:00:28.117000,0 days 00:00:35.160000,0 days 00:00:23.820000,False,87.097,28.117,35.16,23.82,14.0,11.0,British Grand Prix,2024
NOR,McLaren,0 days 00:01:26.030000,SOFT,2.0,True,5.0,1,0 days 00:00:28.025000,0 days 00:00:34.567000,0 days 00:00:23.438000,False,86.03,28.025,34.567,23.438,3.0,3.0,British Grand Prix,2024
PIA,McLaren,0 days 00:01:26.237000,SOFT,2.0,True,5.0,1,0 days 00:00:28.043000,0 days 00:00:34.701000,0 days 00:00:23.493000,False,86.237,28.043,34.701,23.493,4.0,5.0,British Grand Prix,2024
RIC,RB,0 days 00:01:27.949000,SOFT,4.0,False,5.0,1,0 days 00:00:28.418000,0 days 00:00:35.594000,0 days 00:00:23.937000,False,87.949,28.418,35.594,23.937,13.0,15.0,British Grand Prix,2024
RUS,Mercedes,0 days 00:01:25.819000,SOFT,2.0,True,7.0,1,0 days 00:00:28.016000,0 days 00:00:34.508000,0 days 00:00:23.295000,False,85.819,28.016,34.508,23.295,19.0,1.0,British Grand Prix,2024
SAI,Ferrari,0 days 00:01:26.509000,SOFT,2.0,True,6.0,1,0 days 00:00:28.009000,0 days 00:00:34.891000,0 days 00:00:23.609000,False,86.509,28.009,34.891,23.609,5.0,7.0,British Grand Prix,2024
SAR,Williams,0 days 00:01:27.175000,SOFT,3.0,False,5.0,1,0 days 00:00:28.251000,0 days 00:00:35.129000,0 days 00:00:23.795000,False,87.175,28.251,35.129,23.795,11.0,12.0,British Grand Prix,2024
STR,Aston Martin,0 days 00:01:26.585000,SOFT,2.0,True,6.0,1,0 days 00:00:27.892000,0 days 00:00:34.941000,0 days 00:00:23.752000,False,86.585,27.892,34.941,23.752,7.0,8.0,British Grand Prix,2024
TSU,RB,0 days 00:01:27.269000,SOFT,2.0,True,5.0,1,0 days 00:00:28.115000,0 days 00:00:35.163000,0 days 00:00:23.991000,False,87.269,28.115,35.163,23.991,10.0,13.0,British Grand Prix,2024
VER,Red Bull Racing,0 days 00:01:26.203000,SOFT,2.0,True,6.0,1,0 days 00:00:28.136000,0 days 00:00:34.587000,0 days 00:00:23.480000,False,86.203,28.136,34.587,23.48,2.0,4.0,British Grand Prix,2024
ZHO,Kick Sauber,0 days 00:01:27.867000,SOFT,2.0,True,5.0,1,0 days 00:00:28.252000,0 days 00:00:35.594000,0 days 00:00:24.021000,False,87.867,28.252,35.594,24.021,18.0,14.0,British Grand Prix,2024
ALB,Williams,0 days 00:01:16.429000,SOFT,2.0,True,4.0,1,0 days 00:00:27.791000,0 days 00:00:27.077000,0 days 00:00:21.561000,False,76.429,27.791,27.077,21.561,14.0,13.0,Hungarian Grand Prix,2024
ALO,Aston Martin,0 days 00:01:16.043000,SOFT,3.0,False,5.0,1,0 days 00:00:27.629000,0 days 00:00:26.933000,0 days 00:00:21.481000,False,76.043,27.629,26.933,21.481,11.0,7.0,Hungarian Grand Prix,2024
BOT,Kick Sauber,0 days 00:01:16.384000,SOFT,2.0,True,5.0,1,0 days 00:00:27.708000,0 days 00:00:27.176000,0 days 00:00:21.500000,False,76.384,27.708,27.176,21.5,16.0,12.0,Hungarian Grand Prix,2024
GAS,Alpine,0 days 00:01:18.166000,SOFT,2.0,True,2.0,1,0 days 00:00:28.551000,0 days 00:00:27.766000,0 days 00:00:21.849000,False,78.166,28.551,27.766,21.849,20.0,20.0,Hungarian Grand Prix,2024
HAM,Mercedes,0 days 00:01:15.854000,SOFT,2.0,True,6.0,1,0 days 00:00:27.572000,0 days 00:00:26.809000,0 days 00:00:21.473000,False,75.854,27.572,26.809,21.473,3.0,5.0,Hungarian Grand Prix,2024
HUL,Haas F1 Team,0 days 00:01:16.317000,SOFT,4.0,False,5.0,1,0 days 00:00:27.588000,0 days 00:00:27.092000,0 days 00:00:21.637000,False,76.317,27.588,27.092,21.637,13.0,11.0,Hungarian Grand Prix,2024
LEC,Ferrari,0 days 00:01:15.891000,SOFT,2.0,True,4.0,1,0 days 00:00:27.649000,0 days 00:00:26.742000,0 days 00:00:21.500000,False,75.891,27.649,26.742,21.5,4.0,6.0,Hungarian Grand Prix,2024
MAG,Haas F1 Team,0 days 00:01:16.548000,SOFT,3.0,False,5.0,1,0 days 00:00:27.663000,0 days 00:00:27.292000,0 days 00:00:21.593000,False,76.548,27.663,27.292,21.593,15.0,15.0,Hungarian Grand Prix,2024
NOR,McLaren,0 days 00:01:15.227000,SOFT,2.0,True,5.0,1,0 days 00:00:27.606000,0 days 00:00:26.382000,0 days 00:00:21.239000,False,75.227,27.606,26.382,21.239,2.0,1.0,Hungarian Grand Prix,2024
OCO,Alpine,0 days 00:01:18.049000,SOFT,2.0,True,2.0,1,0 days 00:00:28.484000,0 days 00:00:27.536000,0 days 00:00:22.029000,False,78.049,28.484,27.536,22.029,18.0,19.0,Hungarian Grand Prix,2024
PER,Red Bull Racing,0 days 00:01:17.886000,SOFT,2.0,True,1.0,1,0 days 00:00:28.356000,0 days 00:00:27.665000,0 days 00:00:21.865000,False,77.886,28.356,27.665,21.865,7.0,16.0,Hungarian Grand Prix,2024
PIA,McLaren,0 days 00:01:15.249000,SOFT,2.0,True,6.0,1,0 days 00:00:27.553000,0 days 00:00:26.472000,0 days 00:00:21.224000,False,75.249,27.553,26.472,21.224,1.0,2.0,Hungarian Grand Prix,2024
RIC,RB,0 days 00:01:16.202000,SOFT,2.0,True,3.0,1,0 days 00:00:27.714000,0 days 00:00:26.877000,0 days 00:00:21.611000,False,76.202,27.714,26.877,21.611,12.0,9.0,Hungarian Grand Prix,2024
RUS,Mercedes,0 days 00:01:17.968000,SOFT,3.0,True,2.0,1,0 days 00:00:28.628000,0 days 00:00:27.659000,0 days 00:00:21.681000,False,77.968,28.628,27.659,21.681,8.0,17.0,Hungarian Grand Prix,2024
SAI,Ferrari,0 days 00:01:15.696000,SOFT,2.0,True,7.0,1,0 days 00:00:27.465000,0 days 00:00:26.871000,0 days 00:00:21.360000,False,75.696,27.465,26.871,21.36,6.0,4.0,Hungarian Grand Prix,2024
SAR,Williams,0 days 00:01:16.543000,SOFT,2.0,True,4.0,1,0 days 00:00:27.857000,0 days 00:00:27.055000,0 days 00:00:21.631000,False,76.543,27.857,27.055,21.631,17.0,14.0,Hungarian Grand Prix,2024
STR,Aston Martin,0 days 00:01:16.075000,SOFT,2.0,True,5.0,1,0 days 00:00:27.598000,0 days 00:00:27.077000,0 days 00:00:21.400000,False,76.075,27.598,27.077,21.4,10.0,8.0,Hungarian Grand Prix,2024
TSU,RB,0 days 00:01:16.121000,SOFT,2.0,True,4.0,1,0 days 00:00:27.784000,0 days 00:00:26.950000,0 days 00:00:21.387000,False,76.121,27.784,26.95,21.387,9.0,10.0,Hungarian Grand Prix,2024
VER,Red Bull Racing,0 days 00:01:15.273000,SOFT,2.0,True,6.0,1,0 days 00:00:27.461000,0 days 00:00:26.524000,0 days 00:00:21.288000,False,75.273,27.461,26.524,21.288,5.0,3.0,Hungarian Grand Prix,2024
ZHO,Kick Sauber,0 days 00:01:18.037000,SOFT,5.0,True,2.0,1,0 days 00:00:28.502000,0 days 00:00:27.538000,0 days 00:00:21.997000,False,78.037,28.502,27.538,21.997,19.0,18.0,Hungarian Grand Prix,2024
ALB,Williams,0 days 00:01:54.473000,INTERMEDIATE,2.0,True,4.0,1,0 days 00:00:32.171000,0 days 00:00:51.859000,0 days 00:00:30.443000,False,114.473,32.171,51.859,30.443,12.0,10.0,Belgian Grand Prix,2024
ALO,Aston Martin,0 days 00:01:54.258000,INTERMEDIATE,2.0,True,4.0,1,0 days 00:00:32.290000,0 days 00:00:51.425000,0 days 00:00:30.543000,False,114.258,32.29,51.425,30.543,8.0,8.0,Belgian Grand Prix,2024
BOT,Kick Sauber,0 days 00:01:54.764000,INTERMEDIATE,3.0,True,4.0,1,0 days 00:00:32.241000,0 days 00:00:51.752000,0 days 00:00:30.771000,False,114.764,32.241,51.752,30.771,15.0,14.0,Belgian Grand Prix,2024
GAS,Alpine,0 days 00:01:54.635000,INTERMEDIATE,2.0,True,4.0,1,0 days 00:00:32.278000,0 days 00:00:51.707000,0 days 00:00:30.650000,False,114.635,32.278,51.707,30.65,13.0,12.0,Belgian Grand Prix,2024
HAM,Mercedes,0 days 00:01:53.835000,INTERMEDIATE,4.0,True,5.0,1,0 days 00:00:32.243000,0 days 00:00:51.046000,0 days 00:00:30.546000,False,113.835,32.243,51.046,30.546,1.0,3.0,Belgian Grand Prix,2024
HUL,Haas F1 Team,0 days 00:01:56.308000,INTERMEDIATE,2.0,True,2.0,1,0 days 00:00:32.263000,0 days 00:00:53.554000,0 days 00:00:30.491000,False,116.308,32.263,53.554,30.491,18.0,16.0,Belgian Grand Prix,2024
LEC,Ferrari,0 days 00:01:53.754000,INTERMEDIATE,2.0,True,6.0,1,0 days 00:00:32.040000,0 days 00:00:51.286000,0 days 00:00:30.428000,False,113.754,32.04,51.286,30.428,3.0,1.0,Belgian Grand Prix,2024
MAG,Haas F1 Team,0 days 00:01:56.500000,INTERMEDIATE,4.0,True,2.0,1,0 days 00:00:32.431000,0 days 00:00:53.468000,0 days 00:00:30.601000,False,116.5,32.431,53.468,30.601,14.0,17.0,Belgian Grand Prix,2024
NOR,McLaren,0 days 00:01:53.981000,INTERMEDIATE,4.0,True,5.0,1,0 days 00:00:32.013000,0 days 00:00:51.527000,0 days 00:00:30.441000,False,113.981,32.013,51.527,30.441,5.0,4.0,Belgian Grand Prix,2024
OCO,Alpine,0 days 00:01:54.460000,INTERMEDIATE,2.0,True,4.0,1,0 days 00:00:31.905000,0 days 00:00:51.947000,0 days 00:00:30.608000,False,114.46,31.905,51.947,30.608,9.0,9.0,Belgian Grand Prix,2024
PER,Red Bull Racing,0 days 00:01:53.765000,INTERMEDIATE,5.0,False,5.0,1,0 days 00:00:32.216000,0 days 00:00:51.068000,0 days 00:00:30.481000,False,113.765,32.216,51.068,30.481,7.0,2.0,Belgian Grand Prix,2024
PIA,McLaren,0 days 00:01:54.027000,INTERMEDIATE,2.0,True,5.0,1,0 days 00:00:32.104000,0 days 00:00:51.517000,0 days 00:00:30.406000,False,114.027,32.104,51.517,30.406,2.0,5.0,Belgian Grand Prix,2024
RIC,RB,0 days 00:01:54.682000,INTERMEDIATE,2.0,True,4.0,1,0 days 00:00:32.178000,0 days 00:00:52.088000,0 days 00:00:30.416000,False,114.682,32.178,52.088,30.416,10.0,13.0,Belgian Grand Prix,2024
RUS,Mercedes,0 days 00:01:54.095000,INTERMEDIATE,4.0,True,4.0,1,0 days 00:00:32.099000,0 days 00:00:51.334000,0 days 00:00:30.662000,False,114.095,32.099,51.334,30.662,20.0,6.0,Belgian Grand Prix,2024
SAI,Ferrari,0 days 00:01:54.112000,INTERMEDIATE,4.0,True,4.0,1,0 days 00:00:32.141000,0 days 00:00:51.513000,0 days 00:00:30.458000,False,114.112,32.141,51.513,30.458,6.0,7.0,Belgian Grand Prix,2024
SAR,Williams,0 days 00:01:57.230000,INTERMEDIATE,2.0,True,2.0,1,0 days 00:00:32.713000,0 days 00:00:53.725000,0 days 00:00:30.792000,False,117.23,32.713,53.725,30.792,17.0,18.0,Belgian Grand Prix,2024
STR,Aston Martin,0 days 00:01:55.716000,INTERMEDIATE,2.0,True,4.0,1,0 days 00:00:32.647000,0 days 00:00:52.417000,0 days 00:00:30.652000,False,115.716,32.647,52.417,30.652,11.0,15.0,Belgian Grand Prix,2024
TSU,RB,0 days 00:01:56.593000,INTERMEDIATE,2.0,True,2.0,1,0 days 00:00:33.296000,0 days 00:00:52.875000,0 days 00:00:30.422000,False,116.593,33.296,52.875,30.422,16.0,20.0,Belgian Grand Prix,2024
VER,Red Bull Racing,0 days 00:01:53.159000,INTERMEDIATE,2.0,True,3.0,1,0 days 00:00:31.998000,0 days 00:00:50.837000,0 days 00:00:30.324000,False,113.159,31.998,50.837,30.324,4.0,11.0,Belgian Grand Prix,2024
ZHO,Kick Sauber,0 days 00:01:57.775000,INTERMEDIATE,5.0,True,1.0,1,0 days 00:00:32.484000,0 days 00:00:54.494000,0 days 00:00:30.797000,False,117.775,32.484,54.494,30.797,19.0,19.0,Belgian Grand Prix,2024
ALB,Williams,0 days 00:01:10.653000,SOFT,2.0,True,6.0,1,0 days 00:00:24.158000,0 days 00:00:25.185000,0 days 00:00:21.310000,False,70.653,24.158,25.185,21.31,14.0,19.0,Dutch Grand Prix,2024
ALO,Aston Martin,0 days 00:01:10.633000,SOFT,2.0,True,5.0,1,0 days 00:00:24.315000,0 days 00:00:25.123000,0 days 00:00:21.195000,False,70.633,24.315,25.123,21.195,10.0,7.0,Dutch Grand Prix,2024
BOT,Kick Sauber,0 days 00:01:12.168000,SOFT,2.0,True,3.0,1,0 days 00:00:24.630000,0 days 00:00:25.768000,0 days 00:00:21.770000,False,72.168,24.63,25.768,21.77,19.0,16.0,Dutch Grand Prix,2024
GAS,Alpine,0 days 00:01:10.815000,SOFT,2.0,True,5.0,1,0 days 00:00:24.143000,0 days 00:00:25.254000,0 days 00:00:21.418000,False,70.815,24.143,25.254,21.418,9.0,9.0,Dutch Grand Prix,2024
HAM,Mercedes,0 days 00:01:10.948000,SOFT,2.0,True,5.0,1,0 days 00:00:24.258000,0 days 00:00:25.230000,0 days 00:00:21.460000,False,70.948,24.258,25.23,21.46,8.0,14.0,Dutch Grand Prix,2024
HUL,Haas F1 Team,0 days 00:01:11.215000,SOFT,2.0,True,5.0,1,0 days 00:00:24.550000,0 days 00:00:25.263000,0 days 00:00:21.402000,False,71.215,24.55,25.263,21.402,11.0,12.0,Dutch Grand Prix,2024
LEC,Ferrari,0 days 00:01:10.582000,SOFT,2.0,True,8.0,1,0 days 00:00:24.160000,0 days 00:00:25.201000,0 days 00:00:21.221000,False,70.582,24.16,25.201,21.221,3.0,6.0,Dutch Grand Prix,2024
MAG,Haas F1 Team,0 days 00:01:11.295000,SOFT,2.0,True,4.0,1,0 days 00:00:24.318000,0 days 00:00:25.603000,0 days 00:00:21.374000,False,71.295,24.318,25.603,21.374,18.0,20.0,Dutch Grand Prix,2024
NOR,McLaren,0 days 00:01:09.673000,SOFT,2.0,True,5.0,1,0 days 00:00:23.824000,0 days 00:00:24.819000,0 days 00:00:21.030000,False,69.673,23.824,24.819,21.03,1.0,1.0,Dutch Grand Prix,2024
OCO,Alpine,0 days 00:01:11.995000,SOFT,2.0,True,3.0,1,0 days 00:00:24.526000,0 days 00:00:25.827000,0 days 00:00:21.642000,False,71.995,24.526,25.827,21.642,15.0,15.0,Dutch Grand Prix,2024
PER,Red Bull Racing,0 days 00:01:10.416000,SOFT,2.0,True,6.0,1,0 days 00:00:24.065000,0 days 00:00:25.042000,0 days 00:00:21.309000,False,70.416,24.065,25.042,21.309,6.0,5.0,Dutch Grand Prix,2024
PIA,McLaren,0 days 00:01:10.172000,SOFT,2.0,True,5.0,1,0 days 00:00:24.017000,0 days 00:00:24.983000,0 days 00:00:21.172000,False,70.172,24.017,24.983,21.172,4.0,3.0,Dutch Grand Prix,2024
RIC,RB,0 days 00:01:11.943000,SOFT,2.0,True,2.0,1,0 days 00:00:24.704000,0 days 00:00:25.532000,0 days 00:00:21.707000,False,71.943,24.704,25.532,21.707,12.0,13.0,Dutch Grand Prix,2024
RUS,Mercedes,0 days 00:01:10.244000,SOFT,2.0,True,6.0,1,0 days 00:00:24.044000,0 days 00:00:25.038000,0 days 00:00:21.162000,False,70.244,24.044,25.038,21.162,7.0,4.0,Dutch Grand Prix,2024
SAI,Ferrari,0 days 00:01:10.914000,SOFT,2.0,True,6.0,1,0 days 00:00:24.349000,0 days 00:00:25.341000,0 days 00:00:21.224000,False,70.914,24.349,25.341,21.224,5.0,10.0,Dutch Grand Prix,2024
STR,Aston Martin,0 days 00:01:10.661000,SOFT,2.0,True,4.0,1,0 days 00:00:23.951000,0 days 00:00:25.175000,0 days 00:00:21.535000,False,70.661,23.951,25.175,21.535,13.0,8.0,Dutch Grand Prix,2024
TSU,RB,0 days 00:01:10.955000,SOFT,2.0,True,4.0,1,0 days 00:00:24.246000,0 days 00:00:25.241000,0 days 00:00:21.468000,False,70.955,24.246,25.241,21.468,17.0,11.0,Dutch Grand Prix,2024
VER,Red Bull Racing,0 days 00:01:10.029000,SOFT,2.0,True,5.0,1,0 days 00:00:24.073000,0 days 00:00:24.731000,0 days 00:00:21.225000,False,70.029,24.073,24.731,21.225,2.0,2.0,Dutch Grand Prix,2024
ZHO,Kick Sauber,0 days 00:01:13.261000,SOFT,2.0,True,3.0,1,0 days 00:00:25.036000,0 days 00:00:26.304000,0 days 00:00:21.921000,False,73.261,25.036,26.304,21.921,20.0,17.0,Dutch Grand Prix,2024
ALB,Williams,0 days 00:01:20.299000,SOFT,2.0,True,6.0,1,0 days 00:00:26.395000,0 days 00:00:27.120000,0 days 00:00:26.784000,False,80.299,26.395,27.12,26.784,9.0,9.0,Italian Grand Prix,2024
ALO,Aston Martin,0 days 00:01:20.421000,SOFT,2.0,True,4.0,1,0 days 00:00:26.463000,0 days 00:00:27.131000,0 days 00:00:26.827000,False,80.421,26.463,27.131,26.827,11.0,11.0,Italian Grand Prix,2024
BOT,Kick Sauber,0 days 00:01:21.101000,SOFT,2.0,True,1.0,1,0 days 00:00:26.706000,0 days 00:00:27.446000,0 days 00:00:26.949000,False,81.101,26.706,27.446,26.949,16.0,19.0,Italian Grand Prix,2024
COL,Williams,0 days 00:01:21.061000,SOFT,2.0,True,1.0,1,0 days 00:00:26.613000,0 days 00:00:27.420000,0 days 00:00:27.028000,False,81.061,26.613,27.42,27.028,12.0,18.0,Italian Grand Prix,2024
GAS,Alpine,0 days 00:01:20.738000,SOFT,5.0,False,4.0,1,0 days 00:00:26.563000,0 days 00:00:27.263000,0 days 00:00:26.912000,False,80.738,26.563,27.263,26.912,15.0,14.0,Italian Grand Prix,2024
HAM,Mercedes,0 days 00:01:19.513000,SOFT,2.0,True,6.0,1,0 days 00:00:26.428000,0 days 00:00:26.672000,0 days 00:00:26.413000,False,79.513,26.428,26.672,26.413,5.0,6.0,Italian Grand Prix,2024
HUL,Haas F1 Team,0 days 00:01:20.339000,SOFT,2.0,True,6.0,1,0 days 00:00:26.479000,0 days 00:00:27.074000,0 days 00:00:26.786000,False,80.339,26.479,27.074,26.786,17.0,10.0,Italian Grand Prix,2024
LEC,Ferrari,0 days 00:01:19.461000,SOFT,2.0,True,7.0,1,0 days 00:00:26.373000,0 days 00:00:26.732000,0 days 00:00:26.356000,False,79.461,26.373,26.732,26.356,1.0,4.0,Italian Grand Prix,2024
MAG,Haas F1 Team,0 days 00:01:20.698000,SOFT,5.0,False,3.0,1,0 days 00:00:26.466000,0 days 00:00:27.107000,0 days 00:00:27.125000,False,80.698,26.466,27.107,27.125,10.0,13.0,Italian Grand Prix,2024
NOR,McLaren,0 days 00:01:19.327000,SOFT,2.0,True,4.0,1,0 days 00:00:26.492000,0 days 00:00:26.579000,0 days 00:00:26.256000,False,79.327,26.492,26.579,26.256,3.0,1.0,Italian Grand Prix,2024
OCO,Alpine,0 days 00:01:20.764000,SOFT,5.0,False,2.0,1,0 days 00:00:26.504000,0 days 00:00:27.264000,0 days 00:00:26.996000,False,80.764,26.504,27.264,26.996,14.0,15.0,Italian Grand Prix,2024
PER,Red Bull Racing,0 days 00:01:20.062000,SOFT,5.0,False,5.0,1,0 days 00:00:26.488000,0 days 00:00:27.042000,0 days 00:00:26.532000,False,80.062,26.488,27.042,26.532,8.0,8.0,Italian Grand Prix,2024
PIA,McLaren,0 days 00:01:19.436000,SOFT,2.0,True,5.0,1,0 days 00:00:26.407000,0 days 00:00:26.643000,0 days 00:00:26.386000,False,79.436,26.407,26.643,26.386,2.0,2.0,Italian Grand Prix,2024
RIC,RB,0 days 00:01:20.479000,SOFT,2.0,True,4.0,1,0 days 00:00:26.363000,0 days 00:00:27.141000,0 days 00:00:26.975000,False,80.479,26.363,27.141,26.975,13.0,12.0,Italian Grand Prix,2024
RUS,Mercedes,0 days 00:01:19.440000,SOFT,2.0,True,6.0,1,0 days 00:00:26.296000,0 days 00:00:26.844000,0 days 00:00:26.300000,False,79.44,26.296,26.844,26.3,7.0,3.0,Italian Grand Prix,2024
SAI,Ferrari,0 days 00:01:19.467000,SOFT,2.0,True,6.0,1,0 days 00:00:26.223000,0 days 00:00:26.823000,0 days 00:00:26.421000,False,79.467,26.223,26.823,26.421,4.0,5.0,Italian Grand Prix,2024
STR,Aston Martin,0 days 00:01:21.013000,SOFT,2.0,True,1.0,1,0 days 00:00:26.648000,0 days 00:00:27.180000,0 days 00:00:27.185000,False,81.013,26.648,27.18,27.185,19.0,17.0,Italian Grand Prix,2024
TSU,RB,0 days 00:01:20.945000,SOFT,2.0,True,2.0,12,0 days 00:00:26.572000,0 days 00:00:27.406000,0 days 00:00:26.967000,False,80.945,26.572,27.406,26.967,20.0,16.0,Italian Grand Prix,2024
VER,Red Bull Racing,0 days 00:01:19.662000,SOFT,5.0,False,4.0,1,0 days 00:00:26.389000,0 days 00:00:26.656000,0 days 00:00:26.617000,False,79.662,26.389,26.656,26.617,6.0,7.0,Italian Grand Prix,2024
ZHO,Kick Sauber,0 days 00:01:21.445000,SOFT,2.0,True,3.0,12,0 days 00:00:26.500000,0 days 00:00:27.485000,0 days 00:00:27.460000,False,81.445,26.5,27.485,27.46,18.0,20.0,Italian Grand Prix,2024
ALB,Williams,0 days 00:01:30.474000,SOFT,2.0,True,4.0,1,0 days 00:00:26.839000,0 days 00:00:38.060000,0 days 00:00:25.575000,False,90.474,26.839,38.06,25.575,20.0,11.0,Singapore Grand Prix,2024
ALO,Aston Martin,0 days 00:01:30.214000,SOFT,2.0,True,6.0,1,0 days 00:00:26.647000,0 days 00:00:38.130000,0 days 00:00:25.437000,False,90.214,26.647,38.13,25.437,8.0,7.0,Singapore Grand Prix,2024
BOT,Kick Sauber,0 days 00:01:31.572000,SOFT,2.0,True,3.0,1,0 days 00:00:27.189000,0 days 00:00:38.400000,0 days 00:00:25.983000,False,91.572,27.189,38.4,25.983,16.0,19.0,Singapore Grand Prix,2024
COL,Williams,0 days 00:01:30.481000,SOFT,2.0,True,4.0,1,0 days 00:00:26.841000,0 days 00:00:37.984000,0 days 00:00:25.656000,False,90.481,26.841,37.984,25.656,11.0,12.0,Singapore Grand Prix,2024
GAS,Alpine,0 days 00:01:31.312000,SOFT,2.0,True,3.0,1,0 days 00:00:27.088000,0 days 00:00:38.568000,0 days 00:00:25.656000,False,91.312,27.088,38.568,25.656,17.0,18.0,Singapore Grand Prix,2024
HAM,Mercedes,0 days 00:01:29.841000,SOFT,2.0,True,6.0,1,0 days 00:00:26.626000,0 days 00:00:37.987000,0 days 00:00:25.228000,False,89.841,26.626,37.987,25.228,6.0,3.0,Singapore Grand Prix,2024
HUL,Haas F1 Team,0 days 00:01:30.115000,SOFT,2.0,True,6.0,1,0 days 00:00:26.742000,0 days 00:00:37.939000,0 days 00:00:25.434000,False,90.115,26.742,37.939,25.434,9.0,6.0,Singapore Grand Prix,2024
LEC,Ferrari,0 days 00:01:29.747000,SOFT,2.0,True,4.0,1,0 days 00:00:26.533000,0 days 00:00:37.759000,0 days 00:00:25.455000,False,89.747,26.533,37.759,25.455,5.0,9.0,Singapore Grand Prix,2024
